SK_ID_CURR,EXT_SOURCE_3,EXT_SOURCE_2,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY
188745,0.3328505641648731,0.7127102594786819,-449.0,135000.0,180000.0,9000.0
204363,0.3409064264152384,0.1303560482647275,-3155.0,135000.0,270000.0,12024.0
332589,0.2405414172860865,0.2336886282171507,-1277.0,315000.0,755190.0,36459.0
100283,0.8327850252992314,0.6535724567257833,-870.0,135000.0,747000.0,38268.0
355401,0.8128226070575616,0.7390497880812453,-1970.0,67500.0,229230.0,12928.5
390176,,0.3902645137920225,-1710.0,157500.0,339228.0,17451.0
296665,0.4118485559242397,0.7254220867358876,-3230.0,427500.0,292500.0,8041.5
106163,0.6430255641096323,0.5702484059171846,-5627.0,441000.0,1256400.0,36135.0
419614,0.2837118826350007,0.7087043469799418,-1229.0,81000.0,270000.0,24763.5
187664,0.0358517647422262,0.6656106878295375,-843.0,270000.0,1051245.0,37372.5
232983,0.6545292802242897,0.7018821129456316,,156150.0,315000.0,15750.0
138501,0.656158373001177,0.4892173705186542,,225000.0,808650.0,26217.0
386463,,0.4378170005088043,-518.0,180000.0,900000.0,23872.5
325013,0.5460231970049609,0.3736545462917418,-6712.0,112500.0,808650.0,23773.5
173133,,0.3441470714744494,-707.0,135000.0,499261.5,23404.5
180719,0.1034490521267516,0.5587013326343305,-3564.0,225000.0,675000.0,36747.0
135833,0.445396241560834,0.100352775725159,-1609.0,67500.0,808650.0,31464.0
442506,,0.6785303378624011,-403.0,112500.0,183294.0,16938.0
183209,,0.7955493131841666,-1702.0,112500.0,688090.5,38551.5
217339,,0.7148501861776669,-1137.0,270000.0,544491.0,17694.0
329190,0.1437580534911652,0.4020126860285879,-1683.0,135000.0,180000.0,9000.0
190834,0.6986675550534175,0.5915293664790333,-4601.0,162000.0,411813.0,22468.5
204063,0.445396241560834,0.6985081335702837,,157500.0,254700.0,25321.5
453256,,0.6724861108155682,-621.0,148500.0,254700.0,26874.0
191337,,0.3639069199089274,-314.0,90000.0,135000.0,6750.0
373454,,0.613634637014693,,148500.0,851778.0,25033.5
195114,0.5262949398096192,0.7933782947208847,,180000.0,808650.0,26217.0
328275,0.2793353208976285,0.4065893456436263,,166500.0,942300.0,30528.0
126540,0.746300213050371,0.2652563401861944,-1296.0,72000.0,942300.0,30528.0
194842,0.8528284668510541,0.472847218009326,-1920.0,90000.0,1178217.0,34578.0
174611,0.2103502286944494,0.5375052763376661,-2428.0,157500.0,545040.0,26509.5
320689,0.6246146584503397,0.635878880323458,-8541.0,202500.0,599472.0,32067.0
384592,,0.6928834894951821,-584.0,112500.0,808650.0,26086.5
206658,0.511891801533151,0.3671983813744089,,112500.0,760225.5,32337.0
346194,0.5884877883422673,0.5505504448757466,-1987.0,90000.0,1125000.0,37179.0
251603,0.7252764347002191,0.0975974031858668,,99000.0,135000.0,5944.5
160640,0.4578995512067301,0.3133902111302968,-3418.0,112500.0,751842.0,28764.0
409491,0.7062051096536562,0.6775087258204104,-2391.0,202500.0,1078200.0,28440.0
406101,0.0982185952628723,0.6230575682878039,-1181.0,225000.0,270000.0,13500.0
231351,,0.1093711067664822,-1265.0,360000.0,1162300.5,110488.5
202044,0.6940926425266661,0.5405806622478908,-227.0,144000.0,814041.0,23931.0
420988,,0.2223089185478536,-548.0,135000.0,148707.0,16906.5
377290,0.1766525794312139,0.3176310610386498,-2336.0,135000.0,630000.0,30438.0
311809,0.7394117535524816,0.7021702988202532,-4085.0,148500.0,675000.0,32472.0
394239,0.6109913280868294,0.6372498867627654,-744.0,157500.0,1129500.0,31059.0
453749,0.6347055309763198,0.3597865420858283,-3171.0,315000.0,497520.0,28692.0
412122,,0.4046070698549818,-1162.0,126000.0,314100.0,13963.5
269638,,0.6420885333667294,-763.0,225000.0,1102500.0,32364.0
202980,,0.6611572990558499,-238.0,180000.0,684751.5,45760.5
388964,0.1446481462546413,0.45550999214428,-2419.0,157500.0,630000.0,34177.5
396965,0.6430255641096323,0.6962051766496146,-1503.0,180000.0,384048.0,14607.0
429290,0.524496446363472,0.7196397336500912,-446.0,112500.0,1125000.0,44617.5
443850,0.6347055309763198,0.7273951390023674,-2455.0,202500.0,323194.5,16632.0
237213,0.4311917977993083,0.5378966549125547,,67500.0,417024.0,18499.5
375617,0.5744466170995097,0.6114756584612108,-1293.0,193500.0,1280794.5,40347.0
141781,0.8500918805995171,0.3768278552034466,,81000.0,1309500.0,38416.5
165366,0.633031641417419,0.3124545985549832,-835.0,81000.0,170640.0,13612.5
413259,0.7016957740576931,0.4228349658301425,-2625.0,112500.0,157500.0,10192.5
352727,,0.6432134395022386,,112500.0,254700.0,24939.0
406112,,0.2416677644786957,-2982.0,900000.0,247500.0,12375.0
303161,0.3606125659189888,0.6246175547473355,-2587.0,225000.0,810000.0,40500.0
180317,0.5673792367572691,0.3306361034950123,-6363.0,202500.0,254700.0,24939.0
442485,0.8106180215523969,0.6414651430156864,-3337.0,315000.0,1325475.0,56290.5
353315,0.4436153084085652,0.7005259525549201,-5440.0,157500.0,1068619.5,58099.5
413906,0.5971924268337128,0.3572819736123357,-5636.0,90000.0,247500.0,12375.0
116958,0.7062051096536562,0.7107406378310459,,202500.0,1133748.0,33142.5
284950,0.6626377922738201,0.6711650824441279,,144000.0,302076.0,24349.5
425922,,0.7411696890489008,-1127.0,135000.0,1477260.0,53190.0
322381,0.0005272652387098,0.3387872913791942,-5494.0,72000.0,225000.0,11250.0
312063,0.3842068130556564,0.7607950311033663,-238.0,76500.0,231813.0,14134.5
207447,0.7583930617144343,0.4786338743050002,,36000.0,495000.0,19498.5
163232,0.5797274227921155,0.7275858880568684,-1409.0,157500.0,135000.0,6750.0
443396,,0.4169172923381689,-4723.0,112500.0,508495.5,20164.5
182482,0.5100895276257282,0.7188139550749724,-1030.0,405000.0,1237500.0,52560.0
238509,0.4830501881366946,0.6324900280674611,-3546.0,202500.0,447453.0,21654.0
144142,0.7001838506835805,0.7187078656384963,-925.0,157500.0,521280.0,40468.5
118575,0.0795864361598616,0.6383965800671207,-1951.0,270000.0,225000.0,15349.5
427867,0.4812493411434029,0.5816982568941179,-159.0,135000.0,1035832.5,30280.5
326052,0.2340151665320674,0.1911739595681995,-774.0,202500.0,450000.0,30573.0
133390,,0.3156957284370066,,45000.0,225000.0,9909.0
419125,0.6178261467332483,0.0820307187746606,-1405.0,144000.0,521280.0,26743.5
264593,0.4992720153045617,0.6160736712492484,-1485.0,765000.0,972000.0,41310.0
315404,0.3046721837533529,0.6846900514661163,,315000.0,1024740.0,52452.0
249163,0.7557400501752248,0.4977604713174077,-1688.0,171000.0,1190340.0,60466.5
182014,0.3876253444214701,0.5199127134320152,,72000.0,101880.0,10206.0
308620,0.470456116119975,0.5372497681354266,-2783.0,180000.0,225000.0,8698.5
355386,0.3606125659189888,0.7794091073588626,,36000.0,67500.0,4441.5
287624,,0.6478019716067698,-700.0,675000.0,1288350.0,41692.5
190480,0.2103502286944494,0.1049096988408742,-1592.0,90000.0,204768.0,13815.0
127783,0.5656079814115492,0.1051892958005762,-2625.0,247500.0,620325.0,22410.0
381078,0.5726825047161584,0.301720743529521,,81000.0,630000.0,20452.5
239627,0.6109913280868294,0.4143944162508691,-2920.0,157500.0,135000.0,6750.0
106683,0.7295666907060153,0.6905145446879568,,49500.0,152820.0,8901.0
222579,0.4241303111942548,0.6853600463124229,-4018.0,72000.0,225000.0,10944.0
233964,,0.5426599720660876,-2052.0,135000.0,640080.0,24259.5
144118,,0.5665683347741248,-4577.0,135000.0,400392.0,39136.5
338705,0.6879328378491735,0.6267378512934577,-2919.0,157500.0,954864.0,28048.5
329921,0.6195277080511546,0.6846900514661163,,108000.0,477000.0,19044.0
132005,0.6347055309763198,0.3587797644733544,-553.0,225000.0,1350000.0,39604.5
286950,0.6738300778602003,0.3468915586405877,,135000.0,1342179.0,48339.0
355950,0.524496446363472,0.4931085646230589,-1613.0,157500.0,312768.0,19030.5
398716,0.6610235391308081,0.5251447743604091,,121500.0,1350000.0,37125.0
299800,0.746300213050371,0.6921664110816699,-4077.0,135000.0,225000.0,11250.0
345304,0.6642482627052363,0.3826634724068733,-1098.0,202500.0,545040.0,31419.0
234685,0.2032521136204725,0.2665197753925157,-6644.0,180000.0,675000.0,32472.0
161787,0.5531646987710016,0.6711361244113311,-882.0,180000.0,900000.0,29740.5
434278,0.0604436913265675,,-1615.0,270000.0,270000.0,13500.0
107063,0.7738956942145427,0.2467856705956364,-578.0,45000.0,189000.0,12757.5
364229,,0.4883212522138051,-748.0,112500.0,180000.0,9000.0
455569,0.5298898341969072,0.6907341418058938,-915.0,149850.0,359725.5,13050.0
207280,,0.5903400013878589,-266.0,112500.0,331110.0,34897.5
152992,0.5709165417729987,0.3201578681333652,-199.0,189000.0,1006920.0,39933.0
184572,0.3859146722745145,0.5229030712393681,-172.0,360000.0,1312110.0,52168.5
267267,,0.1914276860640978,-130.0,202500.0,621000.0,45319.5
131041,0.7267112092725122,0.2470621811237444,-1916.0,58500.0,148365.0,12024.0
118943,0.2807895743848605,0.3852186042138354,-428.0,99000.0,314055.0,14683.5
265877,0.722392890081304,0.6796311915690905,-4761.0,112500.0,248760.0,29520.0
282463,0.4083588531230431,0.5961443782869431,-2359.0,90000.0,247500.0,12375.0
170838,0.0938365970374978,0.5829534662767819,-2438.0,157500.0,808650.0,31333.5
323627,0.6832688314232291,0.6120625485640462,-78.0,81000.0,932643.0,27400.5
407795,0.5478104658520093,0.7137032332788874,-1442.0,90000.0,1078200.0,31653.0
316296,0.7062051096536562,0.6978998999955938,-409.0,180000.0,753840.0,24318.0
234383,0.2115507642052577,0.688402983710134,-3769.0,360000.0,701730.0,72036.0
424071,0.3589512285783967,0.5508263911227869,-6770.0,135000.0,1149606.0,33741.0
352074,0.3740208032583212,0.6946257239608385,-5307.0,171000.0,1350000.0,39604.5
297544,,0.4425428032436609,-160.0,180000.0,1051245.0,30865.5
448369,,0.1513412256698168,-1135.0,171000.0,497520.0,33376.5
140614,0.7091891096653581,0.4283571537059322,,63000.0,544500.0,19687.5
191456,,0.4486255376899025,-681.0,225000.0,640080.0,29970.0
404340,0.5478104658520093,0.1488390966545269,-4341.0,112500.0,1325475.0,54832.5
433689,0.6894791426446275,0.5443961185069968,-6225.0,202500.0,405000.0,20250.0
381326,0.1604889306273446,0.3856070869022429,-1553.0,270000.0,360000.0,24187.5
329725,0.3409064264152384,0.5706502832213651,-2814.0,85500.0,95940.0,9472.5
160207,,0.5396627061836476,-503.0,337500.0,816660.0,26473.5
327104,0.475849908720221,0.6755610717113609,-1438.0,157500.0,254700.0,24939.0
116425,,0.8026679837645121,-1067.0,135000.0,509400.0,28836.0
105518,0.228883416700673,0.6215361794211647,,157500.0,254700.0,17149.5
371694,0.0005272652387098,0.6575669882034132,-5284.0,67500.0,270000.0,17253.0
314678,0.7238369900414456,0.6825570200531693,,202500.0,772686.0,22720.5
257152,0.7180328113294772,0.7156607524234913,-1134.0,359100.0,630000.0,34177.5
104210,0.4311917977993083,0.558086607063749,-261.0,135000.0,450000.0,35685.0
331921,0.5638350489514956,0.2819897875277555,,135000.0,757597.5,40491.0
276988,,0.5711913307583382,-560.0,90000.0,156384.0,16839.0
363827,0.7252764347002191,0.1621921059592286,,67500.0,105534.0,10408.5
307894,0.7062051096536562,0.5876402113474973,-662.0,202500.0,640080.0,24259.5
307599,0.6528965519806539,0.5591164403376083,-2195.0,225000.0,254700.0,27153.0
240766,0.6940926425266661,0.5149439239817021,-390.0,180000.0,270000.0,10179.0
245484,0.7738956942145427,0.7393996701657779,-1332.0,270000.0,557005.5,24664.5
162530,0.6722428897082422,0.6685245957479602,-471.0,180000.0,315000.0,27076.5
195167,,0.0857801418551718,-322.0,112500.0,168102.0,17964.0
439038,0.722392890081304,0.356162962979575,-1379.0,900000.0,900000.0,45000.0
243227,,0.5279413808836161,-809.0,202500.0,450000.0,36211.5
410762,0.6178261467332483,0.2022320547539035,-3472.0,270000.0,398016.0,31576.5
367504,0.3392876999089139,0.5457625768960938,-1684.0,112500.0,760225.5,30280.5
269148,0.3201633668633456,0.6896680593074973,-8622.0,270000.0,675000.0,38749.5
260693,0.6397075677637197,0.4933490639098949,-2052.0,157500.0,835605.0,24561.0
128473,0.4507472818545589,0.0826868216485849,-1163.0,135000.0,343683.0,17676.0
386673,0.511891801533151,0.2650475600360688,-15783.0,135000.0,1125000.0,32895.0
127340,0.5832379256761245,0.6117873218937727,-2019.0,180000.0,755190.0,38686.5
243240,0.4650692149562261,0.7125042512212635,,112500.0,720000.0,23796.0
445274,0.7700870700124128,0.7122309305030501,,140400.0,781920.0,23836.5
448127,0.470456116119975,0.7008515696995916,-2477.0,135000.0,450346.5,24561.0
333676,0.7281412993111438,0.3754269977904542,-1514.0,112500.0,522396.0,41404.5
186431,0.375711009574066,0.4811445726288829,-1192.0,157500.0,760225.5,30280.5
301251,0.221335206354466,0.4830828345887008,-2572.0,121500.0,78192.0,8973.0
167447,0.6801388218428291,0.7119933294439642,-1596.0,112500.0,355536.0,18283.5
121698,,0.6622391240768342,-119.0,81000.0,170640.0,11533.5
286843,0.3328505641648731,0.6357725474797173,,225000.0,555273.0,18040.5
342915,0.5567274263630174,0.284555956075616,,58500.0,288873.0,16713.0
321963,0.5602843280409464,0.5221992764183996,-3526.0,351000.0,269982.0,32170.5
260975,0.2225807646753351,0.1005820211384882,-391.0,112500.0,454500.0,21865.5
220390,0.7801436381572275,0.5103547031015556,-3623.0,119250.0,247275.0,19953.0
176703,,0.6456836677211093,-981.0,225000.0,270000.0,13500.0
447031,0.1359510441732951,0.4335427687226137,-213.0,180000.0,733315.5,39069.0
311308,0.6863823354047934,0.1731320789381705,-197.0,202500.0,373311.0,15943.5
150180,0.2721336844147212,0.5978016727116713,-749.0,112500.0,448056.0,21919.5
319147,0.0604436913265675,0.2207288636567725,,108000.0,232344.0,11992.5
299175,,0.4329413915114939,-104.0,135000.0,343800.0,16155.0
338023,0.4992720153045617,0.5108792883973559,-4181.0,135000.0,640080.0,31131.0
269603,0.5849900404894085,0.7741311148890275,-277.0,166500.0,297000.0,11326.5
139232,0.221335206354466,0.5110650733366345,-9724.0,405000.0,485190.0,24772.5
242233,,0.523814049998018,-2977.0,67500.0,152820.0,10341.0
306039,0.5691487713619409,0.6607799770014162,-9542.0,166500.0,521280.0,20524.5
280506,0.6363761710860439,0.5555233548016525,-2439.0,121500.0,403249.5,15331.5
197676,0.4543210601605785,0.2652563401861944,-4081.0,157500.0,225000.0,15349.5
305385,,0.2131696243098092,-1382.0,202500.0,387000.0,23512.5
404909,0.5726825047161584,0.4926330414366482,-635.0,99000.0,1258650.0,53325.0
195366,0.7726311345553628,0.7239911122712311,-10197.0,112500.0,1078200.0,31653.0
160667,0.501075160239048,0.1517517390482068,-2355.0,153000.0,373311.0,14215.5
251161,0.5478104658520093,0.6772602268467363,-542.0,405000.0,1971072.0,68643.0
146987,0.6658549219640212,0.3594592034842224,-1547.0,135000.0,180000.0,9000.0
313935,,0.3599678934820272,-885.0,135000.0,239850.0,27058.5
260713,0.3077366963789207,0.6432435492735871,-593.0,1125000.0,225000.0,16371.0
394520,0.191821602413606,0.2772195882540194,-406.0,81000.0,139500.0,13927.5
293357,0.2512394458905693,0.4616559754553766,-517.0,112500.0,247500.0,12375.0
430482,0.6910212267577837,0.6461687876675498,-827.0,90000.0,180000.0,9000.0
282112,,0.4786611589326882,-1418.0,67500.0,180000.0,9000.0
350050,0.3774042489507649,0.6593128572819061,-2228.0,69750.0,545040.0,26640.0
304515,0.4365064990977374,0.7204596261408941,-2462.0,76500.0,202500.0,10125.0
119231,0.066439171734048,0.5611745729991444,,270000.0,809329.5,76842.0
237785,,0.3209437158635409,-1650.0,108000.0,675000.0,31410.0
241408,0.3376727217405312,0.5309758621111652,-916.0,292500.0,807984.0,26833.5
106171,,0.1956908821463969,,112500.0,123993.0,5589.0
213073,0.2151824041847538,0.3872973800910605,-2213.0,54000.0,101880.0,6939.0
278265,0.7062051096536562,0.1582991364620886,,67500.0,107820.0,7632.0
246565,0.6738300778602003,0.2899507943930665,-1920.0,60750.0,545040.0,25537.5
418940,0.524496446363472,0.6749280886127614,,81000.0,900000.0,26316.0
242738,0.4902575124990026,,-372.0,202500.0,1056447.0,31018.5
304819,0.0780157665225257,0.0718473370920408,-777.0,225000.0,450000.0,30442.5
200817,0.190705947811054,0.6001128805295208,-692.0,202500.0,900000.0,45000.0
122433,0.5762088360175724,0.6829832969515184,-930.0,202500.0,254700.0,20119.5
221586,0.2650494299443805,0.6441563402579367,-8462.0,135000.0,270000.0,13500.0
221831,,0.5404014378261531,-1624.0,180000.0,508495.5,24592.5
268164,0.41534714488434,0.766126050734293,-2086.0,180000.0,1042560.0,40702.5
367719,0.524496446363472,0.468516006917803,-9959.0,90000.0,135000.0,13482.0
373264,0.4135967602644276,0.6885155491563609,-1861.0,144000.0,409653.0,20052.0
305783,0.6413682574954046,0.3330458178721503,-3237.0,225000.0,1451047.5,53905.5
208548,0.0988592803548219,0.568076681026997,-1819.0,225000.0,675000.0,28728.0
183983,0.3556387169923543,0.7200057809824963,-3409.0,157500.0,450000.0,22500.0
286564,0.5937175866150576,0.7744139352797569,-12289.0,135000.0,862560.0,25348.5
394230,0.5954562029091491,0.6656544906221126,-1147.0,225000.0,528939.0,32490.0
178953,0.6925590674998008,0.6385732431787913,,112500.0,463500.0,20547.0
222801,0.6296742509538716,0.7005121896166963,-5614.0,112500.0,808650.0,26217.0
344700,0.0890438827498688,0.5249702730698065,-3936.0,315000.0,1154565.0,35136.0
314825,0.2881295999178507,0.3844783028116184,-1661.0,157500.0,835380.0,23571.0
161799,0.2445163919946749,0.5146489701573117,-240.0,135000.0,592560.0,35937.0
439699,,0.7543453960888398,,292500.0,523597.5,20763.0
213055,0.4974688893052743,0.6687232453426913,-778.0,170041.5,225000.0,20821.5
322876,0.6658549219640212,0.598742444763348,-272.0,202500.0,1005120.0,29520.0
358169,,0.7740852284676888,-715.0,157500.0,503676.0,27454.5
105717,0.7726311345553628,0.5787155847661362,-514.0,135000.0,1485000.0,45153.0
437164,,0.0839881292011996,-766.0,135000.0,278613.0,18747.0
386209,0.5585066276769286,0.7660751107206147,-4605.0,157500.0,450000.0,32746.5
455761,0.4066174366275036,0.6180888500713714,-1393.0,81000.0,1116000.0,32629.5
334992,0.5028782772082183,0.5815120124234876,-1621.0,112500.0,450000.0,24543.0
369865,0.7407990879702335,0.6551205363992327,-665.0,135000.0,468000.0,19804.5
430860,0.3296550543128238,0.1076261182765372,-1642.0,85500.0,545040.0,19705.5
424754,0.2340151665320674,0.6509735040792637,-1656.0,382500.0,675000.0,49248.0
187984,,0.0557769563508596,-1567.0,157500.0,876816.0,44896.5
256354,,0.3560526521618404,-1778.0,67500.0,297130.5,20227.5
386976,0.6279908192952864,0.7009936769050821,-3855.0,225000.0,1436850.0,42142.5
266126,0.7407990879702335,0.3406905273531867,-2216.0,90000.0,1078200.0,34911.0
100436,0.6577838002083306,0.7318727638257434,-2418.0,112500.0,405000.0,20250.0
179004,0.7338145369642702,0.2265068731262381,-12251.0,81000.0,907029.0,30105.0
431603,0.7958031328748403,0.2491712741953643,-8157.0,315000.0,1971072.0,68643.0
335854,0.1735274304649146,0.6953998140502234,-2726.0,292500.0,777024.0,39600.0
296854,0.622922000268356,0.6502129450413336,-4423.0,144000.0,508495.5,21672.0
448927,0.4048783643353997,0.6297715093729979,-1386.0,49500.0,196213.5,15633.0
123466,0.6642482627052363,0.4475439464914383,-673.0,112500.0,945000.0,27760.5
201133,0.1884895337951677,0.1507887605523422,,76500.0,49500.0,3163.5
284529,0.7981372313187245,0.6292615017058171,-3298.0,315000.0,935640.0,91278.0
377110,0.6413682574954046,0.5339699630192175,,135000.0,528633.0,19719.0
350093,,0.6023148852008808,-115.0,67500.0,202500.0,10125.0
149175,,0.7375033141929427,-8570.0,135000.0,675000.0,24376.5
257633,0.1139223962922108,0.1371163814689735,-214.0,157500.0,284400.0,16456.5
151446,,0.7599184225426566,-7782.0,157500.0,450000.0,41773.5
176955,,0.6185739556981683,-1242.0,135000.0,521280.0,47938.5
157838,,0.2583720143355634,-2997.0,180000.0,1701729.0,70357.5
119712,0.7091891096653581,0.6902808363097918,-1408.0,153000.0,239850.0,25960.5
286916,0.6626377922738201,0.7354194242598591,-360.0,99000.0,135000.0,6750.0
398937,0.7530673920730478,0.6746977542862512,-7750.0,189000.0,1350000.0,51552.0
216088,0.7862666146611379,0.6055839994085508,-4805.0,135000.0,1262583.0,37044.0
280417,0.7713615919194317,0.7883875546937238,-3943.0,135000.0,270000.0,13500.0
357402,,0.2675469903963265,-2522.0,157500.0,225000.0,23625.0
244600,0.3201633668633456,0.2030234772794511,-251.0,90000.0,373311.0,19674.0
115989,0.3170317785834444,0.3238050976598898,-477.0,360000.0,790830.0,52978.5
391992,0.4365064990977374,0.6963624061144457,,247500.0,1921797.0,58396.5
366525,0.2225807646753351,0.7627000034450845,-1756.0,225000.0,675000.0,53329.5
281239,0.6832688314232291,0.7196617929610983,-2904.0,171000.0,945000.0,27760.5
103257,0.1054731864873376,0.7165587639717365,-286.0,225000.0,1551798.0,50058.0
447159,0.7407990879702335,0.7371983959493037,,90000.0,254700.0,24939.0
451660,0.324891229465852,0.3000647525286501,,225000.0,755190.0,38686.5
374012,0.8307666055019554,0.2745896261755152,-1695.0,171000.0,840285.0,37143.0
420382,,0.5693049710716773,-950.0,292500.0,270000.0,13500.0
270761,0.3409064264152384,0.66230759897735,-174.0,270000.0,835380.0,31086.0
169610,0.6212263380626669,0.1621921059592286,-951.0,121500.0,1042560.0,34587.0
328015,0.1359510441732951,0.4725256337007305,-3122.0,180000.0,429763.5,28849.5
206526,0.3927738606031339,0.6007844008202533,,202500.0,592560.0,26230.5
320602,0.5832379256761245,0.4070167794544496,-366.0,157500.0,495351.0,30433.5
290298,0.4794489811780563,0.399481481654329,-1361.0,315000.0,720000.0,36000.0
373481,0.3791004853998145,0.7053569898945605,-757.0,342000.0,539100.0,29245.5
356031,0.5919766183185521,0.7113022790628791,-12368.0,180000.0,422892.0,27661.5
261471,0.7151031019926098,0.5697821122527637,-618.0,67500.0,202500.0,10125.0
366514,0.6894791426446275,0.2622583692422573,-5280.0,90000.0,536917.5,30109.5
261120,0.7209441499436497,0.4159022996857149,,112500.0,904500.0,40347.0
448540,0.4048783643353997,0.3643018380446055,-1372.0,180000.0,719946.0,34767.0
107755,,0.4292730441647094,-8307.0,180000.0,808650.0,23773.5
421291,0.6279908192952864,0.6197289975601211,,157500.0,220662.0,21955.5
356605,0.6832688314232291,0.6589738558931929,,157500.0,835380.0,36927.0
296135,0.4031416766587513,0.3523910796001728,-440.0,81000.0,284400.0,17527.5
103498,0.4365064990977374,0.4994059921940222,-694.0,90000.0,215640.0,11421.0
217483,,0.7230418683013636,-2430.0,162000.0,343800.0,16722.0
149344,,0.5708002935699689,-2208.0,157500.0,1288350.0,37669.5
291925,0.4776491548517548,0.4114787996226302,-2829.0,112500.0,332946.0,18189.0
